Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Creighton Lacrosse,@attorneyatlax,2023-07-09T23:51:47.000Z,False,I want to apologize for comparing Coach Fitzgerald to Jim Jordan. Pat has some serious issues to deal with and he had better be addressing the school and fans tomorrow. Full transparency is necessary. But to compare Coach to  was below the belt.,0,0,0,144,[],['@Jim_Jordan'],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_x96.png,https://twitter.com/attorneyatlax/status/1678190240794550273,tweet_id:1678190240794550273
Scott 21 Pallay,@CoachPallay,2023-07-09T23:40:32.000Z,False,Don’t worry Espngreeny will get to the bottom of thisnot,0,0,0,829,[],[],['\\U0001f629'],https://pbs.twimg.com/profile_images/1401281923830456323/NoFoOMcR_x96.jpg,https://twitter.com/CoachPallay/status/1678187412147634176,tweet_id:1678187412147634176
Che,@BCsouplion30,2023-07-09T23:03:42.000Z,False,"Fitz may have, and probably should have, coached is last game with this school",0,0,0,1.6K,[],[],[],https://pbs.twimg.com/profile_images/1664409792733933570/jSeDesw__x96.jpg,https://twitter.com/BCsouplion30/status/1678178142953906177,tweet_id:1678178142953906177
Zain Bando,@zainbando99,2023-07-09T22:58:08.000Z,True,Follow Bradley and  for all the nuggets on the Northwestern hazing scandal. Superb reporting. ,0,0,7,2.1K,[],['@insidenu'],['\\u2b07\\ufe0f'],https://pbs.twimg.com/profile_images/1616610086213877760/YflKbopn_x96.jpg,https://twitter.com/zainbando99/status/1678176739883728896,tweet_id:1678176739883728896
gma,@illini3,2023-07-09T22:46:34.000Z,False,Hilarious,0,0,0,63,[],[],[],https://pbs.twimg.com/profile_images/2793333492/2127e1a75f7efe0fac6ec2e597c3985f_x96.jpeg,https://twitter.com/illini3/status/1678173828277477381,tweet_id:1678173828277477381
Ty Jones,@tyj1s,2023-07-09T22:29:21.000Z,False,"I’ve told them this for years now. Person calls with Coach Fitz saying this to him. So it’s clear unless it’s done by fire, he won’t clean his program on his own",0,0,0,327,[],[],[],https://pbs.twimg.com/profile_images/1164987135935569921/FBrKJUf__x96.jpg,https://twitter.com/tyj1s/status/1678169494521249792,tweet_id:1678169494521249792
K-Statriot,@KSt8riot,2023-07-09T22:11:29.000Z,False,This is what systemic corruption looks like.  Fire him too.,0,0,1,296,[],[],[],https://pbs.twimg.com/profile_images/1659007509460287488/bKtDuC2q_x96.jpg,https://twitter.com/KSt8riot/status/1678164998697222145,tweet_id:1678164998697222145
Dyaln Fan,@Noah12558858,2023-07-09T21:48:38.000Z,False,I normally won’t speak about this but the Northwestern Hazing happing is out of hand. There is a dark side to College football and they need to do something about this. The threats that they said if they would you tell is out of hand. And players had Sucidal threats. ,0,1,0,255,[],['@insidenu'],[],https://pbs.twimg.com/profile_images/1533168276431327232/CZelaynH_x96.jpg,https://twitter.com/Noah12558858/status/1678159250378436608,tweet_id:1678159250378436608
Terry Richard,@tlrichard21,2023-07-09T21:46:20.000Z,False,"Seems like 3 resignations are appropriate here.  Northwestern should begin the  search for AD, President and football coach.  Too prestigious of a university to mishandle this so badly.",0,0,1,439,[],[],[],https://pbs.twimg.com/profile_images/1442999302935089155/hA-S-5xP_x96.jpg,https://twitter.com/tlrichard21/status/1678158670155112448,tweet_id:1678158670155112448
James Smith,@Jamesbugman,2023-07-09T19:35:55.000Z,False,Coach is always responsible  for what happens in his program,0,0,1,2.6K,[],[],[],https://pbs.twimg.com/profile_images/1267304667471544322/UxP2xGb3_x96.jpg,https://twitter.com/Jamesbugman/status/1678125852419031040,tweet_id:1678125852419031040
Embarrassed NU Alumni,@MUtt46526513,2023-07-09T19:19:52.000Z,False,Time to clean house!!!!,0,0,0,476,[],[],[],https://pbs.twimg.com/profile_images/1678128586413297664/JuEEOOn5_x96.jpg,https://twitter.com/MUtt46526513/status/1678121809563070465,tweet_id:1678121809563070465
Nick,@nikmurphay,2023-07-09T19:16:37.000Z,False,Can someone fill me in on who/what Shrek is in this case? I don’t think we’re talking about the movie.,0,0,0,187,[],[],[],https://pbs.twimg.com/profile_images/1709070495872688128/cub7MLjl_x96.jpg,https://twitter.com/nikmurphay/status/1678120991841480706,tweet_id:1678120991841480706
Matthew Goren,@matthewgoren,2023-07-09T19:03:40.000Z,False,Just rip off the fucking bandaid already,0,0,3,493,[],[],[],https://pbs.twimg.com/profile_images/1242218111/100_0475_x96.JPG,https://twitter.com/matthewgoren/status/1678117735484788737,tweet_id:1678117735484788737
Inside NU,@insidenu,2023-07-09T19:01:53.000Z,False,"In addition to the multiple athletes confirming ’s report,  now says several staff members of Northwestern Football have confirmed these two hazing practices.",6,37,97,74K,[],"['@thedailynu', '@WildcatReport']",[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1678117285377232898,tweet_id:1678117285377232898
terrybevington,@terrybevington,2023-07-09T18:50:57.000Z,False,Adam Schiff.  Russian collusion.,0,0,0,99,[],[],[],https://pbs.twimg.com/profile_images/1130215126882238466/o2pydDFT_x96.png,https://twitter.com/terrybevington/status/1678114536304377856,tweet_id:1678114536304377856
Rob Beauchamp (robeauch@bsky.social),Rob Beauchamp (robeauch@bsky.social),2023-07-09T18:26:44.000Z,False,"Srsly, anyone who hasn't watched The Death of Stalin should do so immediately.",0,0,2,17,[],[],[],https://pbs.twimg.com/profile_images/653050992439635968/OcMVxs5U_x96.jpg,https://twitter.com/robeauch/status/1678108441590595586,tweet_id:1678108441590595586
m11nine,@_m11nine_,2023-07-09T17:37:49.000Z,False,Becoming a witch trial in the media,0,0,1,182,[],[],[],https://pbs.twimg.com/profile_images/889908453686353921/vLqhDaNV_x96.jpg,https://twitter.com/_m11nine_/status/1678096130096222208,tweet_id:1678096130096222208
Inside NU,@insidenu,2023-07-09T17:32:58.000Z,False,This story will be updated as more information becomes available.,0,0,3,2.9K,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1678094910384140290,tweet_id:1678094910384140290
